"Name","Review Content","Date","Rating","Mercure Hotel"
"Stratos","The view is beautiful,spectacular. Love the service as well. The hostess Shanice is very lovely.  If only they had a tv up here, we really wanted to watch the game up here. But otherwise keep doing what you guys are doingWill definitely return.","Date of stay: June 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good Hotel in Windhoek","Very nice hotel and very good location, beautiful roof top bar with view over city.Comfortable rooms, and bed. Complete breakfast buffet. To use the elevator it is recommnded to follow strictly the instructions given by the hotel staff, as the computer programs and calculates the movements of the cabins to minimize the waiting time. Very friendly Hotel Manager he did his best to arrange a late check out for our old 92 year old friend, even as the Hotel was completely full.Roland Heinzer","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Outstanding service indeed","We appreciate the service we given on lunch at Avani dunes restaurant by David, Johannes it was outstanding,,, food was awesome thank you Senforia the female chef for your kindness with your service you're the star","Date of stay: April 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Great dinner at dunes restaurant","It was great evening at dunes restaurant where we had our dinner we real enjoyed food and the service we given, and I will recommend dunes as a place to be to my friends out there, Mr David thank you very much for your warm welcoming of the team keep it.","Date of stay: March 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Great check in","I checked in late and a young gentleman from reception helped me mr Jurgen he was very helpful and upgraded me to a nice room explained to about my points very clearly the bar and restaurant at roof top is very nice as well with a nice view","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Brandon-Lee","The best hospitality ever i went to based in the heart of the city,  Avani Windhoek thank you very much for hosting our birthday dinner we really appreciated your service,  Mr David you're game driver and your service is unforgettable my brother with your team","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"The Avani experience","Justina and Sammy at Stratos offered world class service which was only complimented by the impeccable view and food. Would recommend Avani for a quick break from the city or for meet ups with friends anytime","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"MOHSS","Dunes restaurant I found it as a best restaurant ever we real enjoyed the service, food and friendly staff very helpful, Mr David he is real customer service oriented he must keep it up we like him , thank you","Date of stay: February 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Perfect","Johaness was very kind to us. Thumbs up to himHe was always there together with two ladiea. I didnt get their names. My dinner was ok.Keep on give inservice training to your staff so that we comtinue to have such service","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Very nice","Amazing service by the whole team. Especially Justina who was very professional, calm and smiling and very engaging. Very helpful. Keep up the good work and wishing all the very best.... Will definitely come back","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Relaxing with good music","Thank you so much Avani for a great relaxing Friday, had a hiccup getting a table outside but thanks to Justina to my rescue and making the night pleasant and smooth. I will definitely come back and I highly recommend Stratos at Avani Windhoek.","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good","Shalen she gave us great service she made us feel at home.she goes an extra mile to help us with queries we had and things we needed assistant with.she is truly helpful and me and my partner cannot wait to be back again in two weeks time","Date of stay: January 2023This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Great check in","It’s always a great pleasure to book in Avani Windhoek hotel I got a great welcome from Jurgen at reception he explained everything so well to me and always has  a welcoming face the food is great and cleanest hotel one could find thank you avani","Date of stay: December 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Booked in at 3 am and out at 10. Wasn’t given the breakfast ending time Or any other information that we would need.","Breakfast ending time of 10 am is very inconvenient! It’s the same as check out time. Other place’s breakfast ends at 11 and that works best for our family, especially when we are on holiday in December.","Date of stay: December 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"SWAPO PARTY","Great service from avani hotel seriously wanna thanks mr David and Jeffrey for their friendly service from Dunes restaurant to reception I had a excellent service indeed that I won't forget it , thanks team avani","Date of stay: December 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Botswana Prison Service","From dunes restaurant thank you Mr David and your team for giving us excellent service we real appreciate your hardworking and we wish to choose avani hotel as our number one priority for staying next time","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Jean claude","Restaurent was very good food and good services  if  continatal breakfast is very delicious  DAVID is very good person to help all the time if you need help always is there to help for that service i got from him make to rebook for more days to stay at hotel","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Excellent service ","The place was excellent from David and his team from banqueting department food was on time and we were assisted on time with excellent customer service that we have experienced from the team, thank you Avani","Date of stay: November 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Great experience at Avani","David from banqueting department was wonderful to work with. He was helpful and knowledgeable. The room set up was adjusted as needed and he was available throughout the meeting. Hilton from IT was also helpful.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Great service from banqueting department","It was great week at avani hotel with friendly staff willing to assist us with anything regarding the service and a word of thanks goes to David for the quick attending to our request and his colleague Moses and Isenthy","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Bien situé mais un peu froid","Hôtel très bien situé à 2 pas du centre de Windhoek et en face d'un petit marché d'artisanatBelle chambre bien confortable et bien équipée, avec douche et baignoire, bel écran de télévisionPetit déjeuner copieux et surtout dès 6 heures du matin, ce qui est un plus pour ceux qui ont un avion tôtRooftop très agréable avec petite piscine et une superbe vuePar contre, nous ne conseillerons le restaurant du rooftop. La nourriture n'est pas mal mais peut mieux faire. Nous avions commandé un vin de 2015 et nous apporte un vin de 2020 au même prix et si nous n'avions pas vérifié la bouteille au moment de l'ouverture, on nous la servait (700 dollars namibiens quand même). Raison : on n'a plus de 2015 alors, on vous met du 2020. Bouteille donc refusée et nous n'en avons pas recommandé car cette bouteille nous a été apportée 10 minutes après que nos plats nous aient été apportés. Quant aux plats, un kudu saignant de 250 g avec risotto aux champignons et sauce chimichuri et un kudu saignant de 400 g saignant avec pommes de terre et sauce au poivre commandés, et tout est arrivé inversé. Plutôt qu'un retour en cuisine, le serveur, quoique fort gentil (le seul a à travailler et à se démener), nous a tout bonnement demandé d'échanger les viandes d'assiettes. Pour un hôtel qui se dit de standing, c'est un peu léger. Par contre, les plats étaient bons et copieux. Prix raisonnablesPour les desserts, catastrophe : apportés au bout de 35 minutes et pour un dessert au café avec de la glace, c'était tout bonnement un café avec un boule de glace qui a fondu immédiatement. Prix bof bofPour le personnel, froid à part le jeune serveur du restaurantPour le transport à l'aéroport, clim à fond dans le minibus à 7 heures du matin et musique forte. Le chauffeur n'a même pas demandé si cela nous plaisait ou non mais tôt le matin, on respecte un peu les gens","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Debmarine Namibia","It was a great service indeed that we were given by avani banqueting team under the supervision of Mr David and his team,  Moses,  Sacky , is isenthy i would like to say keep that good service up the hill always.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"The experience was amazing. Definitely recommendin them again for up coming  events.     The professionalism is amazing.","The conference went well, the services was amazing. Thank you to Mr David the banqueting supervisor and mr Moses. The setup was up to our liking, and the professionalism was top tie. Definitely would recommend.","Date of stay: October 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Stratos","Lenize - She was friendly! Definitely coming back. The views are to die for and the  hubbly was an amazing addition. Nice music and the vibes are immaculate. You will interact with great people. Love it here!","Date of stay: September 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Gutes Hotel im Zentrum Windhoeks","Das Hotel liegt zentral in Windhoeks Stadtmitte. Sehenswürdigkeiten sind in Gehweite erreichbar. Einchecken an der Lobby zügig und problemlos. Personal spricht sehr gut Englisch.  Zimmer gut. Alles sauber. Frühstück ausgezeichnet. Hotel ist in jedem Fall empfehlenswert. Hootelgäster international","Date of stay: September 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Mr","Staying at Avani Windhoek was enjoyable stay ever.receptinist friendly especially Kave willing to help new update regarding TV set up.Calling to check on how was the room and every things beautiful hotel.","Date of stay: August 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Mr","Thanks to Avani Windhoek Hotel, check in yesterday and my room was having problems and Kavee move me to another room,nice view ,good food and NAFTA will to help explain the parking.i am very happy all thanks  to good staff.","Date of stay: July 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"MATHEUS SHIKONGO","I want to be offered good prices on my next visit, because am always visiting every month for business trip. please i want to be recognized as regular customers, i like the place , well located in the central of windhoek, with friendly staff","Date of stay: May 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Schönes Hotel mit gutem Service und tollem Ausblick über Windhoek","Wir verbrachten im Rahmen einer Gruppenreise den Abschiedabend im Avani Windhoek. Der Service ist gut, das Personal ist freundlich. Die Zimmer und das Bad sind sauber und geräumig, allerdings hat die Dusche wie so oft in Hotels den Nachteil eines fest montierten Duschkopfs. Sowas können sich wahrscheinlich nur Männer ausdenken, die nicht daran denken, daß Frauen gelegentlich andere Bedürfnisse beim Duschen haben. Frühstücksbuffet und Restaurant bieten eine gute Auswahl, allerdings fehlt bei Frühstück -- wie nicht selten in Hotels und Lodges im südlichen Afrika -- eine Auswahl frisches Obst.Von der Dachterrasse im 15. Stock des Hotels hat man einen großartigen Ausblick über Windhoek, vor allem im Licht der Nachmittagssonne. Der nächtliche Blick ist zwar auch schön, aber nicht so spektakulär, da Windhoek über nur wenige prägnante Strukturen verfügt. Wir hatten im Dachgeschoß allerdings ein sehr gut zubereitetes Dinner, das sich lohnte.","Date of stay: March 2022This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Tolle Aussicht vom Dachrestaurant","Das Avani liegt sehr zentral in Windhoek, die Zimmer sind groß und sauber. Die Corona-Regeln (Abstand und Maske) werden eingehalten. Leider war unser vorab über die Avani Webseite  zusammen mit dem Zimmer bestellter und bezahlter Transfer nicht am Flughafen. Dies wurde an der Rezepion leider nur mit  Schulter zucken zur Kenntnis genommen. Zusätzlich kam wenige Tage nach Abreise eine Mahnung, dass wir unseren Transfer nicht bezahlt hätten...ohne Worte. Das Personal ist sehr freundlich, das Restaurant auf dem Dach hat einen tollen Ausblick und guten Service, doch leider ist der Service an der Rezeption nicht besonders. Auf Fragen nach ""außergewöhnlichen"" Dingen wie Geldtausch, Kauf einer SIm Karte, etc. erhält man nur ""Vielleicht""-Anworten, nach dem Motto ""nix genaues weiß man nicht"". Dass das im Zimmerpreis enthaltene Frühstücksbuffet für Hotelgäste im 1. Stock serviert wird und nicht im Coffee-Shop neben der Rezeption, sollte vielleicht auch zum Wissen eines Rezeptionsmitarbeiters gehören. Ansonsten ist das Hotel in Ordnung für eine Nacht nach Ankunft oder vor Abreise.","Date of stay: December 2020This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"I love the service you offer.Keep it up.","I love your staff, they are friendly and good people. May they keep on good work and i am proud of them and I love the service you offer.Keep it up. Rooms are always clean, no disturbing.I love Avani service.","Date of stay: November 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"E'il migliore?","Camere ampie, bagno nuovo si mangia bene ma da quando siamo arrivati con camera a 8 piano i lavori di scasso non ci hanno mai lasciati eppure con Hilton che si trova proprio accanto, dovremmo essere in un hotel tra i piu' rinomati.","Date of stay: October 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Avani Hotel"
"Windhoek Avani Experience","I like Avani hotels, and what I expected is what I got. The rooms were nicely cleaned, with friendly house keepers. It was my first time in Windhoek and i booked a room with a view to enjoy the views within my busy schedule of work after hours.","Date of stay: September 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Good Location, Nice rooms","The food was nice and the room was nice and clean but the hotel is not as clean as I would expect. Especially on the ground floor.I had extreme trouble with the elavator, the elavator kept on going to all floors except mine, several times a day. It was quite annoying as I would need to leave earlier than required.","Date of stay: July 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Très bon hôtel, à chaque visite","Depuis la rénovation (anciennement Kalahari Sands) l'hôtel est vraiment monté en gamme. La réception en base de la gallerie commerçante est bien située, le parking est gratuit si vous séjournez à l'hôtel (accessible par l'arrière du bloc et depuis le parking à pied par la gallerie commerçante). Le top c'est le bar en terrasse en dernier étage, c'est une sacré concurrence pour le Hilton just à côté. Les chambres sont grandes et bien insonorisées, petit déjeuner au top.","Date of stay: May 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Perfect location!","Beautiful hotel! Right next to the mall. Rooftop terrace bar with magnificent views of the city! Would gladly stay here again! Good food and very friendly staff make you feel very relaxed! Enjoy ice cold Hansa beer on the rooftop","Date of stay: May 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"God location and good service","The drive from the airport to the hotel was reasonable quick, the issue turned out to be getting to the parking lot for the hotel. It took a couple of tries and one circle but eventually got there. The parking for hotel guests is on the 4th level of a lot for the adjoining shopping centre. This is one level above the hotel reception and it’s a schlep and a half to get there.  Staff at the front desk were pleasant and very helpful, giving directions to sites nearby and places to grab a snack.The rooms are comfortable, view was so, so. Dinner was buffet still, nothing special but the dessert offering were for want of a better term, habit forming.  I had thirds.  Breakfast the next day was also standard fare, nothing to write home about.","Date of stay: February 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Service","First room door did not want to open. Second room aircon did not work. One out of the three lifts worked but will cancel your floor while in the lift. Breakfast could be good if the have the staff hot breakfast served cold","Date of stay: March 2019This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Avani Hotel"
"Not the best buffet","We had dinner at the Avani restaurant's buffet one evening. It is overpriced for what you get. The meat cut was very tough and since I do not like too complain, I just left it on the plate. The table for the stirfry was over crowded and slow and the waiters took very long to take and deliver the drinks order. There are better options in town","Date of stay: November 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Un grand hôtel classique!","Un grand hôtel classique avec une très grande chambre. 1 douche plus 1 baignoire. Nécessaire thé/café, coffre et sèche cheveux. Très bon wifi et bonne restauration buffet.Bref que de classique mais du bon classique!","Date of stay: October 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Nice hotel right in the middle of town","I've been to Windhoek 3 times over the past 6 years but this was the first staying right in town.  From my room on the 10th floor I had fantastic views of the entire city and surrounding areas, plus a convenient walk to the in-town stores, restaurants, and shops.  I would definitely stay here again.","Date of stay: October 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"First Time Stay at Avani","I enjoyed my stay at Avani. Looking forward to coming back very soon, in one month time. However, I did not like the toilet facility downstairs. The feeling was shared with numerous guest ang suggest should be looked at with urgency.","Date of stay: August 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Excellent rooms, friendly service","Rooms are large and well equipped. Good work desk and amenities. Elevators and internet go out on occasion but staff fixes them quickly. Breakfast buffet is big and varied and lunch buffet is very good with several specialty food stations.","Date of stay: June 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Construction","I love this hotel but the refurbishment is taking its toll on the overall rating of this establishment. The lifts aren’t working properly and the general disruption throughout the hotel due to construction work is catastrophic. I wish they could close off areas that are out of bounds but the lifts are stopping at floors that aren’t accessible.","Date of stay: May 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Windhoek for 24 hrs ","I stayed at the Avani in WDH, it is Centrally located, next to a mall / supermarket in case you wanted to pop out and get a few goodies The renovations in the reception area and new restaurant  are gorgeous, the rest of the property could do with a bit of an update, rooms and bathrooms were clean, staff all very friendly and polite, lifts were a  bit of a pain, took ages to get to the floor you needed to get to. Breakfast was great, had a good selection of fresh fruit / tasty food","Date of stay: February 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Buen hotel centrico pero deficiente mantenimiento","Estuvimos mo esposa y yo alojados por una noche en noviembre pasado firmando parte de un grupo .El hotel rs de buen nivel centrico con buena y amplia cama cuidada limpieza y excelente bufet de desayuno variado y con productos de calidad. Lastima el manteniento muy descuidado tv no funcionaba agua caliente deficiente luces de mesitas sin funcionar .. una pena pues es un buen hotel.","Date of stay: December 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Eigentlich sehr empfehlenswert, aber....","Wir haben im Avani zu Beginn und am Ende unserer Namibia-Trips jeweils eine Nacht verbracht. Beide Male waren die Zimmer gross, gepflegt und sauber. Einziger kleiner Minuspunkt waren die schmutzigen Fenster, welchen wieder einmal eine Aussenreinigung nötig gehabt hätten. Der ganz grosse Teil der Mitarbeiter am Empfang und im Speisesaal waren sehr freundlich und bemüht. Auch das Gratisparkdeck für Gäste mit Mietwagen ist ganz einfach toll und die Roof-Top-Terrasse mit kleinem Pool und Sicht auf die Stadt stehen ebenfalls auf die Plusseite. Trotzdem erhält das Avani von mir nur 3 von 5 Punkten. Das Gebäude mit etwa 14 Etagen verfügt nur über 3 Fahrstühle mit Platz für jeweils etwa 8 Personen. Dies ist für ein Haus dieser Grösse sehr knapp bemessen. Wenn dann wie bei unseren beiden Besuchen nur zwei von dreien und beim anderen Mal gar nur einer funktioniert,  ist langes Warten unvermeidlich. Wir mussten uns jeweils entscheiden, ob wir wieder 15 Minuten langes Anstehen riskieren sollen, oder ob wir die 10 Etagen nicht besser zu Fuss in Angriff nehmen  Zudem waren wir doch sehr überrascht, dass beim Einchecken um 18.15 Uhr unser gebuchtes Zimmer noch nicht bezugsbereit war. Man bat uns in der Lobby Platz zu nehmen und uns zu gedulden. Dort sassen allerdings bereits andere Gäste denen  das gleiche Schicksal wiederfuhr. Da es nicht so recht vorwärts gehen wollte,  entschieden wir uns nach einiger Zeit verschwitzt, schmutzig und müde erst einmal Essen zu gehen. Dies war nicht gerade der Ferienstart welchen wir uns nach der langen Anreise erhofft hatten. Diese beiden Vorkommnisse liessen mich ein wenig ein am Hotelmanagement zweifeln. Nach meiner Meinung sollte es selbstverständlich sein, dass bei technischen Störungen rund um die Uhr ein Notfalldienst aufgeboten werden kann und immer genügend Ersatzteile vorhanden sind. Auch gehe ich nicht davon aus,  dass man ganz kurzfristig vom Gästeansturm überrumpelt wurde sondern schon längere Zeit wusste, dass das Haus gut gebucht sein wird. Daher sollten auch Verspätungen bei der Zimmerreinigung nie so aus dem Ruder laufen.","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Avani Hotel"
"Misleading and disappointing","From the moment we arrived, couldn’t find hotel entrance, no signs showing Hotel entrance/parking lot, parking building covered with scaffolding’s and under renovations. Call button for porter service at the parking lot was not working. Had to lug small kids and all the bags to the reception. Most of the time only 1 out of 3 lifts were working to go to the rooms. Rooms were stuffy and AC was warm even with 16C. Swimming pool was cloudy and looked like had too much chlorine in it and was bubbling.","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Avani Hotel"
"klasse Stadthotel","Sehr zentral gelegen, nur 2 Minuten Fußweg zur Christuskirche.Sehr große, saubere Zimmer. Eigenes Parkdeck und Pool mit herrlichem Ausblick auf der Dachterasse. Personal super freundlich und hilfsbereit.Leckeres Frühstücksbuffet.Günstiger Shuttle Service zum Flughafen wird angeboten.","Date of stay: September 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"hotel centrico, de lujo","esta en el centro de Windhoek, las habitaciones y las instalaciones son excelentes. y el personal es super amable desde los de recepción, los maleteros y el personal del restaurante. la entrada esta dentro de un centro comercial. el buffet tanto del desayuno como de la cena es inmejorabke.de 10wiffi en las habitaciones","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
"Central and comfortable","Centrally located in Windhoek. Front desk staff service excellent. Rooms fair size, and clean. Could however do with more light on the desk. Parking area difficult to locate. Overall a pleasant stay..certainly improved after the rebranding.","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Avani Hotel"
"Stop in Windhoek","We stayed overnight at the Avani Hotel on our way through Windhoek.  We were driving, so found it complicated a) to find the Hotel and b) to find the underground parking behind the Hotel and then not easy to get all the luggage upstairs to the Hotel, although someone did come to help from reception, but once settled in it is very convenient right in the middle of town and easy to walk to all the interesting spots and shops.   We had the buffet for dinner and breakfast and this was exceptionally good with a huge choice.   Rooms very comfortable, spacious and with a beautiful view over the City.","Date of stay: April 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Avani Hotel"
