"Name","Review Content","Date","Rating","Hilton Hotel"
"Nice facility, terrible internet","This was my second stay at the Hilton in Windhoek and I will likely stay there again when I return. The facility is nice and it is centrally location. The sunset from the rooftop bar is unequaled. As a business traveler, my main complaint about this Hilton is the internet, which was not working the majority of my five nights there. I was able to buy a data package through the local phone company, but ideally this would not be necessary. I also found the front desk service to be hot and cold. The staff seemed very annoyed at times and completely lovely at others.","Date of stay: September 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Bel établissement ","Nous avons réservé un nuit de transit au hilton  nous navlns pas regretté, nous avions besoin de retrouver un vrai lit, un bon buffet et de la sécurité (Windoek fait oas rêver ) hilton a parfaitement accompli cela.  2 remarques: -Le wifi payant, malgré les 150€ de la chambre.  -Le dîner proposé d'office(forcé) en buffet alors que d'autres clients (plus malin?) on accédé à la carte... Au top: les barman du bar du rooftop.","Date of stay: August 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Rip Off Credit Card Scammers STAY AWAY!","On check out we were presented with Bar charges that were not ours. After demanding to see the invoices it was clear it wasnt our signature, nor at a time we were even at the hotel. The charges were removed after much discussion. The next day other charges appeared on our credit card. We called several times paying high long distance rates only to eventually be told the charges were for transportation to the river. OVER AN HOUR AFTER WE CHECKED OUT!!!!!!!! Each person said they would look into it. No one ever did nor did they call back. Then other fraudulent charges turned up on the card from unknown sources in Namibia, and we had to cancel the card. Finally, we complained to Hilton Customer Service and they called the hotel and then we were told by them it was a mistake and charges would be reversed. They never were...when we contacted Hilton again they said they were sorry but had no way to get into the billing of that hotel and so couldnt reverse the charge!!!!!!!!!!!!!!!!! IMAGINE THIS?! So disappointed in Hilton Main Office Customer Service!Eventually, we contacted our credit card company and had the charges disputed and reversed.What an awful experience.","Date of stay: June 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","1.0 of 5 bubbles","Hilton Hotel"
"Strak, modern en prima hotel in het centrum","Een echt Hilton hotel en dat was ook wel weer eens fijn na weken alleen in lodges geslapen te hebben.Het hotel ligt uitstekend t.o.v. bezienswaardigheden in Windhoek. Personeel: vriendelijk en behulpzaam. De boven op het hotel gelegen Bar en het zwembad bieden een prachtig uitzicht over de stad.Het eten 's avonds was matig. Het ontbijt daarentegen: uitstekend.","Date of stay: May 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Centrally located","We stayed here for one night after arriving into Windhoek and before departing to Sossusvlei. The hotel is nice and clean. The beds were comfortable. The rooms were spacious and nice. Terrible wi-fi. Nice views from the rooftop bar.","Date of stay: May 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Nice place","This Hotel is very nice and  wonderful in every way. The ambiance, food, style, cleanliness and all the service. The staff is friendly and the hotel located at center of the city which makes easy to go around.","Date of stay: November 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Great location clean rooms","WiFi no complimentary was goodFood was averageOrdered dine In service, ordered a coffee, the service charge was greater than the drink.Rooms cleanBed comfortableSpacious roomsHotel is new24hr gym excellent","Date of stay: April 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Hilton é sempre bom!","Quarto de grandes dimensões, cama alta a confortável como gosto. Cada de banho ampla com duche e banheira.O skybar é espectacular, especialmente para assistir ao pôr do sol.Só fiquei chateado porque o pequeno almoço não estava incluído e paguei mais 225R para o tomar.","Date of stay: March 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"ottimo","ottimo rapporto qualita prezzo colazione imbattibilenstaff gentile e professionale ilo sky bar é il punto di ritrovo della citta e si passano dei bei momenti al tramonto buona base quando si arriva e si riparte per delle escursioni","Date of stay: January 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Routinierter Standard ","Ein Hilton ist ein Hilton ist ein Hilton mit einem globalen Standard, der auf die Dauer langweilt. Das Gebäude ist scheußlich, die Lage aber sehr gut, bis zur Christuskirche, dem Independence Memorial Museum, Craft Market und Glockenturm sind es zu Fuß ein paar Minuten. Einchecken konnten wir erst am frühen Nachmittag, dafür wurde das Zimmer am nächsten Tag dann erst um 17.00 Uhr gereinigt. Die Mini-Bar wird nur auf Bestellung aufgefüllt, weil es - so die Frau an der Rezeption -„Probleme gab“, die sie nicht näher erläuterte. Immer schön, wenn Hotels ihren Gästen das Gefühl vermitteln, dass man sie eigentlich für Diebe hält, die sich davon machen, ohne die Mini-Bar zu begleichen. An der ein oder anderen Stelle wirken die Zimmer leicht ramponiert, und sie könnten auch ein wenig reinlicher sein.  Der Service ist gehobener Durchschnitt. Traumhaft ist der Ausblick von der Dachterrasse, einer der besten Plätze der Stadt, um den Sonnenuntergang zu genießen. Es gibt dort auch kleine Gerichte. Es kann aber sein, dass der Weißwein mal aus ist und das vor 22.00 Uhr.","Date of stay: January 2018This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Conveniet","Staff very helpful and extremely friendly. Location could not be better if you visit Windhoek. I enjoyed my stay. I can only recommend the Hilton Hotel if you are looking for accommodation in Central Windhoek. Everywhere you want to go you can walk. Short distances from you hotel .","Date of stay: December 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Lovely start and end of our Namibia tour....","Stayed here for the first and last night of our tour of Namibia. Lovely modern hotel, rooms clean, comfortable and very spacious. Loved the bars, especially the Sky bar. Food was really good, on our last night it was an Indian buffet. Breakfasts really good. We found the staff friendly and helpful.","Date of stay: November 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Comfortable business stay","I stayed here during a business visit - comfortable and clean rooms. Rooms have all the amenities needed for a comfortable stay.Breakfast is included and is a buffet breakfast in the hotel. The hotel offers a gym, rooftop bar, coffee shop environment as well as two restaurants. Room service is on offer with an extra charge added to the bill.Wi-Fi is included if you're a Hilton Honors member but you have to pay for it if you're not. Signing up is easy and worth getting wi-fi.All in all a comfortable stay in Windhoek and walking distance from shops and some of the attractions in the city","Date of stay: October 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Ok stay","Pro’s - centrally located in the CBD, modern, clean, good food, friendly staff.Con’s - Didn’t arrange our airport transfers despite receiving an email confirming that it was booked and we we’re left stranded at the airport for a while until we figured what to do which ended up being more costly. Could hear a lot of noise through the ceiling, sounded like furniture from the upper level was being moved. Only one out of three elevators was working - had to wait ages to get an elevator.","Date of stay: September 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Nice Hotel","I have stayed at this hotel a couple times on business trips. The rooms are very lovely and spacious. The bar on the roof offer fantastic view of Windhoek. The food at the breakfast need to be changed","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Muy bueno en general","Solo estuvimos una noche. El personal muy atento. El desayuno muy variado y productos de muy buena calidad.  La Wifi funciona muy bien y fue gratuita. En general todo fue muy bien. Si vuelvo repetiré .","Date of stay: August 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Nice hotel at central Windhoek","We stayed just one night, and we arrived very late, and leave at early morning. The staff was very friendly and cute with us. We were in our Honey Moon and we found our room decorated for the occasion with a really nice bottle of champagne, a card (Signed by several members of the team) and even a courtesy massage coupon. The room was big and very nice with all the comfort you can ask for. The breakfast was very good. Huge quality buffet with several options. The installations of the hotel are very nice and new. We wish that we had more time to enjoy the hotel.We were a bit in a hurry waiting for a suit to get steamed that supposed to be ready in 1 hour. But they solved everything at the reception. Thanks!","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Hilton Windhoek","Excellent quality of rooms, very helpful and friendly staff and great food. Would highly recommend Hilton when in Windhoek. Although they need to accommodate a later check-out then the 12h30 proposed.","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Best option for downtown Windhoek ","Stayed for 2 nights here on way to swapkomund.  This hotel has a lot of potential with good food, great location and an awesome skybar!  The staff needs better training for it to be a 5 star.  All rooms are very well done and up to date.Few examples of lack of staff training.  We needed a roll away bed and called for it.  Never came so called again.  Was told they don't have a sheet set or blanket so it wasn't possible.  But they never called to tell me this!!  And my kids are super tired and want to go to bed.  I think they just didn't want to do it cuz of the time.  No blankets in a hotel?Other things was calling for a pot of coffee and receiving a cup.  They just need more through training as their attitudes are very good and always helpful","Date of stay: July 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Best bed we had in Namibia","The hilton in Windhoek is very comfortable. Spacious rooms, very good bathroom with seperate bath and shower and very important a very comfortable bed. After travelling through Namibia for 2 weeks it was great to have these comforts. Hotel is in center and as we had a 4x4 pickup with camping gear it was great to be able to park the car (free) save in the parking garage of the hotel.Breakfast was very very good, lots of choice. Fresh egg and juice station, capucino's etc.Pool is on top floor, good views of windhoek. Only few sunbeds so be on time.Stayed for two nights. Wifi is good in hotel. Hotel is very central, easy to get taxi to restaurants.If in Windhoek i would stay here again","Date of stay: May 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Zentral, super Skybar!","Das Hilton ist sehr modern und die Zimmer sind komfortabel. Das Badezimmer mit Badewanne und Dusche war offen zum Zimmer hin, und auch von der Zimmertür aus sieht man sofort ins Badezimmer, naja, das finde ich nicht so angenehm. Die Skybar auf dem Dach hatten wir sehr genossen, schöne Aussicht, die Preise sind für namibische Verhältnisse hoch, im internationalen Vergleich aber immer noch moderat. Wir genossen das Buffet zum Abendessen, Preise moderat mit 240 NAD. Das Frühstück war auch sehr fein.","Date of stay: June 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Kurzaufenthalt mit verschiedenen Erlebnissen.","Die Lage ist im Zentrum. Gemäss Angaben das einzige, internationale Hotel. Richtig schön gross, beeindruckender Bau, der aus dem sonstigen Stil heraus stach.  Netter Empang durch die Portiers. Schnell und effizient. Wir hatten schliesslich einen 6 stündige Kleinbus-Fahrt hinter uns.  Front Desk war langsam, nur weil wir 2 Zimmer mit 2 Betten wollten, welche schon so gebucht und vermerkt waren aber nicht so zugeteilt wurden. Im Normalfall ein Ziehen der Maus. Aber dies konnten die Mitarbeiter wohl nicht. Zimmer sind schön gross, WIFI sehr schell, Badezimmer gewöhnungsbedürftig, da alles aus Glas und sehr offen. Viele hochwertige Amenities im Bad. Auch ein 2 TV war da. Ausblick des Zimmers war nicht besonders. Die Hauptstadt Namibias hatte noch nicht viel zu bieten. Dies wird sich sicherlich bald ändern. Das Abendessen war aber eher mühsam. Muss eingestehen wir kamen auch sehr spät, was aber nicht unsere Schuld war.Wir wurden an einen kleinen Tisch platziert. Speisekarte wurde gereicht, Wein und Wasser wurde sofort bestellt. Es dauert aber eher lang bis die Geträke kamen. Das Essen wurde lang nicht aufgenommen. Wir musstne immer wieder rufen.Vorspeisen kamen und der Tisch war schon fast zu klein. Nach Brot und Butter mussten wir 2 mal fragen. Ein Beistelltisch wurde keiner gebracht. Aber auch ein grösserer Tisch wurde nicht angeboten, wenn auch viele freie Tische waren. Die Gerichte waren schön, die Steaks auf den Punkt gebraten. Service musste aber immer wieder gerufen werden, wenn wir etwas wollten. Nicht gerade Gästeorientiert. Wir verliessen das Restaurant nicht glücklich. Wir besuchten noch die Bar. Obwohl schon geschlossen, servierte man uns noch einen Drink und war sehr höflich und zuvorkommend. Das hat das Bild des Hotels schon recht aufgewertet.Beim Frühstück wurden wir nett und schnell empfangen. Die Speisen waren alle Frisch, oder wurden gerade à la minute zubereitet. Grosse Auswahl. Der Kellner war super effizient, fragte immer wieder nach Getränken, brachte frische Säfte, Tee usw. Das Geschirr wurde immer wieder abgeräumt. Weshalb konnte dies am Vorabend nicht auch so sein. Auf dem Dach gabs eine Roof-Top Bar, Dazu ein Pool den ich leider nicht mehr brauche konnte.  Auch ein kleines aber sehr schönes Gym gabs mit vielen neuen Geräten. Die Fahrt vom Zentrum zum Airport war dann ca. 40 Minuten.","Date of stay: February 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Alles bestens","Sehr nette Mitarbeiter Freuen uns schon auf die nächste Reise Ljjjjkjhgfdhkgfgjkhffhjhggjkhghjjgfhjhggjkhgghkjggzjjggukhgujhhjjhhhjhgukjhujjgtukjhuijgzkjhhjjggukhgukhhjkjhukjhikhhjkjjjhhujhhjjjhukkjhjkk","Date of stay: May 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Erstklassig","Erstklassiger Service wirklich rund um die Uhr, erstklassige Zimmer (Sauberkeit/Ausstattung), tolle Anlage mit vielen Möglichkeiten. Zentral in der Stadt gelegen, so dass alle Geschäfte gut zu Fuß erreicht werden können.","Date of stay: April 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"självklart val?","Trevlig restaurang, det du inte får missa är takbaren med pool som förgyller den afrikanska natten.Byggkvalite´n lämnar något mer att önska trots att det är tämligen nytt.Servicen är bra och rummen fina","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Ankunft in Namibia","Die erste Nacht verbringen wir im Hotel Hilton, wir bekommen ein upgrade ,eine Suite, 2 Badezimmer 2 Toilette Wohnzimmer sehr schönes Wohnzimmer, wir haben uns sehr wohl gefühlt, das Personal war freundlich und zuvorkommend","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Seniorrådgiver","Et flott hotel på alle måter. God service, positive betjening, rent  og fint men dårlig internet. For de som liker sol var det gode muligher I toppetasjen hvor det også var basseng.  Flott bar med god utsikt. En bra Executive Lounge for de som har Hilton gull.","Date of stay: March 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"HILTON WINDHOEK : une valeur sûre ...","Séjour pour une nuit ... toujours aussi bon Hôtel (avons fait le même séjour l'année dernière) avec des chambres impeccables, un service très bon, un petit déjeuner remarquable (jus de fruits ou de légumes à la demande ... prestations et offres très diverses ..) ... la seule remarque est le choix limité si on veut diner sur place .. surtout si on aime pas manger indien ... pour moi, le meilleur Hôtel actuel de Windhoek surtout quand on bénéficie d'une promotion exceptionnelle ... ne pas hésiter ..","Date of stay: February 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Bien ubicado y con habitaciones de mucho confort","Fui la semana aprazada por trabajo. El hotel esta bien ubicado y el servicio es muy atento. Las habitaciones están impecables para un viaje de trabajo y el executive lounge en la planta alta es una buena opción para desayunar y trabajar. Lastima que el wifi no funciono como debería...es mi único ""pero"".","Date of stay: February 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Hilton Windhoek","This is a great hotel and well situated, but at the time of writing construction of another building is taking place. Sometimes the work crews work through the night, especially the cranes and it can be very disturbing for your rest.","Date of stay: February 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Bad Experience in Booking a Conference at Hilton Namibia","The Hilton Namibia is a very bad hotel for booking conferences and we will never use them again. We had to cancel our conference two hours prior to the start of the conference due to bad support from the hotel.","Date of stay: January 2017This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Great Place to Stay","I've stayed at this Hilton at least four time over the last five years, and I wouldn't want to stay anywhere else in Windhoek. That staff is very friendly, and very responsive to your needs. The Breakfast spread is incredible, and the wide variety of breakfast selections is unmatched. I really miss the fresh  juices.   After a long day, unwind at the Sky Bar and enjoy the  beautiful sunset every evening. If you have access to the Executive Lounge, they provide a good spread, and a wide variety of drink.It is the place to stay in Windhoek.","Date of stay: February 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Really good city hotel.  ","It would be easy to find some minor faults with this downtown hotel, but the plusses vastly outweigh any negatives.   The breakfast buffet was as lavish as we've seen anywhere in the region.  There is a nice craft market one block away, and lots of interesting sites in close proximity.   The rooftop pool, bar, and executive lounge are really great -- but your level of enjoyment may be affected if there's a boisterous crowd.  For a short stop in the center of town, it's just right!","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Muy buena elección","Pasamos 2 noches en este hotel, una a la llegada al país y otra después de nuestro round trip.Es un hotel bonito y cómodo de ciudad. Fácil de llegar desde la autopista sin tener que dar mucha vuelta para llegar. Hotel amplio con habitaciones grandes y cómodas. Baño muy practico ya que está completamente integrado en la habitación, aún teniendo la privacidad de tener puerta en la zona de wc.Lo mejor del hotel es su zona se piscina y skybar. Perfecto para pasar un buen rato.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Thank you","I really enjoyed my stay , excellent service. Not happy about the buying of Wifi because it is expensive but I am happy with   excellent service i received , the staff is friendly and always willing to help","Date of stay: November 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Disappointing - expectations not met","Apparently the best in town, despite having all the trappings of a Hilton, I was disappointed to find bedrooms (stayed in both a standard and Deluxe) had worn furniture (broken bedside cabinets, stained chairs); the beds were really uncomfortable; check in and out was painfully slow and not particularly welcoming.  Breakfast was great, though - lots of choice and good quality.  Food at the rooftop bar was also really tasty, and the service there was helpful and friendly.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"It's a Hilton","Stayed 2 nights after arrival in Namibia and one night before departing again. Nice comfortable rooms. Nothing negative. Enjoyed the sky-bar and the pool on 9th floor, but as always and everywhere it was annoying to see people occupying sun beds and chirs by putting their towles down and not using them.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Points to improve","Its an excelente hotel except for the fact they allow people who are not guests in hotel to use the swimming pool area. These people arrive early and keep the best places reserved all day long. Today while I was waiting and hoping someone could leave a chair (impossible) I notice plenty of guests giving up of staying in the area. This is not correct, we guests pay a lot to stay in the hotel, we support the hotel and can not use the swimming pool because it is allowed people who are not in the hotel to take towel, etc. Next time I will stay in another hotel shipper and will do the same, spend the day in some one else hotel.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","3.0 of 5 bubbles","Hilton Hotel"
"Als je in Windhoek bent moet je hier verblijven","Prachtig hotel in het centrum van Windhoek. Uitstekende faciliteiten, mooi dakzwembad met bar. Ruime kamers met zicht over de stad en prima roomservice.Zeer persoonlijke ontvangst, Hilton op zijn best.","Date of stay: July 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Rigtig fint hotel","Hilton er et typisk internationalt hotel i den gode ende. Der er ikke megen afrikansk stemning over hotellet så hvis man vil leve out of africa er det ikke stedet. Hvis man derimod værdsætter fine værelser, herlig pool område på taget med tilhørende bar og fitness center, professionel betjening og rimelige restauranter er hotellet rigtig godt. At det ligger centralt i byen og fint i forhold til lufthavnen gør ikke valget dårligere.","Date of stay: October 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Bester Ausgangspunkt für Stadtbesichtigung","Vor allem das freundliche Personal und die gute Lage haben uns überzeugt. Das Haus ist nicht mehr das neueste, aber alles ist gut gepflegt und entsprach unseren Hilton-Erwartungen.Der Windhoek-Standard auch für Nicht-Gäste ist natürlich der Sundowner auf der Dachterasse.","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Ottima scelta","Scegliere questa catena di hotel significa si alzare un po il budget normale ma il risultato è ottimo. La camera accogliente, di buone dimensioni e pulita. Doccia e vasca come essere a casa. Personale gentile e disponibile e una super colazione, abbondante e variegata. Ne vale sicuramente la pena!","Date of stay: September 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
"Great Stay","As usual, excellent standard, rooms clean and fresh, View Bar on top of the hotel is stunning, restaurant is also great- food good and menu sufficient for business visit, service in all departments was good and friendly. Would go back any day.","Date of stay: August 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Very average in the extreme","Had dinner at the Hilton and came away very disappointed with the quality of food and service. The waitstaff really need some further training if they're going to reach the standards usually net by the Hilton chain. The food was pretty average too as was the presentation.","Date of stay: August 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","2.0 of 5 bubbles","Hilton Hotel"
"Great Value and Great Stay","The hotel is very clean and modern, the staff is very helpful and friendly. They will do what they can to make your stay comfortable and enjoyable. The AC had a bit of a problem at first but they resolved it as soon as they could.","Date of stay: July 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","5.0 of 5 bubbles","Hilton Hotel"
"Hilton Hotel, Windhoek","A very nice surprise for a hotel which I thought was losing its sparkle. After many pleasant (and indifferent) stays at this hotel, I was about to give up and go somewhere else.  Due to a number of bad experiences, a few of my colleagues had already left for other hotels.  I'm glad I had decided to return and give the Windhoek Hilton another chance. Well done guys.","Date of stay: July 2016This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.","4.0 of 5 bubbles","Hilton Hotel"
